Sales Domain.[All Sales Domain],Sales Domain.[Division],Sales Domain.[Channel Group],Sales Domain.[Channel],Sales Domain.[Customer Group],Sales Domain.[Sold To]
ALL,ALL,0005992605,0005992605,0005992605,0005542134
ALL,ALL,0005992605,0005992605,0005992605,0005542137
ALL,ALL,0005992605,0005992605,0005992605,0005542138
ALL,ALL,0005992605,0005992605,0005992605,0005542141
ALL,ALL,0005992605,0005992605,0005992605,0005542143
ALL,ALL,0005992605,0005992605,0005992605,0005542145
ALL,ALL,0005992605,0005992605,0005992605,0005542147
ALL,ALL,0005992605,0005992605,0005992605,0005542153
ALL,ALL,0005992605,0005992605,0005992605,0005542154
ALL,ALL,0005992605,0005992605,0005992605,0005542155
ALL,ALL,0005992605,0005992605,0005992605,0005542156
ALL,ALL,0005992605,0005992605,0005992605,0005542157
ALL,ALL,0005992605,0005992605,0005992605,0005542158
ALL,ALL,0005992605,0005992605,0005992605,0005542160
ALL,ALL,0005992605,0005992605,0005992605,0005542161
ALL,ALL,0005992605,0005992605,0005992605,0005542162
ALL,ALL,0005992605,0005992605,0005992605,0005542163
ALL,ALL,0005992605,0005992605,0005992605,0005542166
ALL,ALL,0005992605,0005992605,0005992605,0005542167
ALL,ALL,0005992605,0005992605,0005992605,0005542168
ALL,ALL,0005992605,0005992605,0005992605,0005542171
ALL,ALL,0005992605,0005992605,0005992605,0005542173
ALL,ALL,0005992605,0005992605,0005992605,0005542174
ALL,ALL,0005992605,0005992605,0005992605,0005542176
ALL,ALL,0005992605,0005992605,0005992605,0005542177
ALL,ALL,0005992605,0005992605,0005992605,0005542181
ALL,ALL,0005992605,0005992605,0005992605,0005542182
ALL,ALL,0005992605,0005992605,0005992605,0005542183
ALL,ALL,0005992605,0005992605,0005992605,0005542184
ALL,ALL,0005992605,0005992605,0005992605,0005542185
ALL,ALL,0005992605,0005992605,0005992605,0005542186
ALL,ALL,0005992605,0005992605,0005992605,0005542187
ALL,ALL,0005992605,0005992605,0005992605,0005542188
ALL,ALL,0005992605,0005992605,0005992605,0005542189
ALL,ALL,0005992605,0005992605,0005992605,0005542190
ALL,ALL,0005992605,0005992605,0005992605,0005542191
ALL,ALL,0005992605,0005992605,0005992605,0005542193
ALL,ALL,0005992605,0005992605,0005992605,0005542195
ALL,ALL,0005992605,0005992605,0005992605,0005542197
ALL,ALL,0005992605,0005992605,0005992605,0005542198
ALL,ALL,0005992605,0005992605,0005992605,0005542199
ALL,ALL,0005992605,0005992605,0005992605,0005542200
ALL,ALL,0005992605,0005992605,0005992605,0005542201
ALL,ALL,0005992605,0005992605,0005992605,0005542203
ALL,ALL,0005992605,0005992605,0005992605,0005542205
ALL,ALL,0005992605,0005992605,0005992605,0005542209
ALL,ALL,0005992605,0005992605,0005992605,0005542210
ALL,ALL,0005992605,0005992605,0005992605,0005542211
ALL,ALL,0005992605,0005992605,0005992605,0005542212
ALL,ALL,0005992605,0005992605,0005992605,0005542214
ALL,ALL,0005992605,0005992605,0005992605,0005542215
ALL,ALL,0005992605,0005992605,0005992605,0005542216
ALL,ALL,0005992605,0005992605,0005992605,0005542217
ALL,ALL,0005992605,0005992605,0005992605,0005542219
ALL,ALL,0005992605,0005992605,0005992605,0005542221
ALL,ALL,0005992605,0005992605,0005992605,0005542222
ALL,ALL,0005992605,0005992605,0005992605,0005542223
ALL,ALL,0005992605,0005992605,0005992605,0005542225
ALL,ALL,0005992605,0005992605,0005992605,0005542227
ALL,ALL,0005992605,0005992605,0005992605,0005542228
ALL,ALL,0005992605,0005992605,0005992605,0005542230
ALL,ALL,0005992605,0005992605,0005992605,0005542232
ALL,ALL,0005992605,0005992605,0005992605,0005542233
ALL,ALL,0005992605,0005992605,0005992605,0005542234
ALL,ALL,0005992605,0005992605,0005992605,0005542238
ALL,ALL,0005992605,0005992605,0005992605,0005542240
ALL,ALL,0005992605,0005992605,0005992605,0005542241
ALL,ALL,0005992605,0005992605,0005992605,0005542242
ALL,ALL,0005992605,0005992605,0005992605,0005542246
ALL,ALL,0005992605,0005992605,0005992605,0005542247
ALL,ALL,0005992605,0005992605,0005992605,0005542248
ALL,ALL,0005992605,0005992605,0005992605,0005542250
ALL,ALL,0005992605,0005992605,0005992605,0005542251
ALL,ALL,0005992605,0005992605,0005992605,0005542252
ALL,ALL,0005992605,0005992605,0005992605,0005542253
ALL,ALL,0005992605,0005992605,0005992605,0005542254
ALL,ALL,0005992605,0005992605,0005992605,0005542257
ALL,ALL,0005992605,0005992605,0005992605,0005542258
ALL,ALL,0005992605,0005992605,0005992605,0005542259
ALL,ALL,0005992605,0005992605,0005992605,0005542262
ALL,ALL,0005992605,0005992605,0005992605,0005542264
ALL,ALL,0005992605,0005992605,0005992605,0005542265
ALL,ALL,0005992605,0005992605,0005992605,0005542266
ALL,ALL,0005992605,0005992605,0005992605,0005542267
ALL,ALL,0005992605,0005992605,0005992605,0005542269
ALL,ALL,0005992605,0005992605,0005992605,0005542270
ALL,ALL,0005992605,0005992605,0005992605,0005542271
ALL,ALL,0005992605,0005992605,0005992605,0005542272
ALL,ALL,0005992605,0005992605,0005992605,0005542275
ALL,ALL,0005992605,0005992605,0005992605,0005542277
ALL,ALL,0005992605,0005992605,0005992605,0005542278
ALL,ALL,0005992605,0005992605,0005992605,0005542279
ALL,ALL,0005992605,0005992605,0005992605,0005542280
ALL,ALL,0005992605,0005992605,0005992605,0005542281
ALL,ALL,0005992605,0005992605,0005992605,0005542282
ALL,ALL,0005992605,0005992605,0005992605,0005542286
ALL,ALL,0005992605,0005992605,0005992605,0005542287
ALL,ALL,0005992605,0005992605,0005992605,0005542288
ALL,ALL,0005992605,0005992605,0005992605,0005542289
ALL,ALL,0005992605,0005992605,0005992605,0005542290
ALL,ALL,0005992605,0005992605,0005992605,0005542291
ALL,ALL,0005992605,0005992605,0005992605,0005542292
ALL,ALL,0005992605,0005992605,0005992605,0005542293
ALL,ALL,0005992605,0005992605,0005992605,0005542294
ALL,ALL,0005992605,0005992605,0005992605,0005542295
ALL,ALL,0005992605,0005992605,0005992605,0005542297
ALL,ALL,0005992605,0005992605,0005992605,0005542298
ALL,ALL,0005992605,0005992605,0005992605,0005542299
ALL,ALL,0005992605,0005992605,0005992605,0005542300
ALL,ALL,0005992605,0005992605,0005992605,0005542301
ALL,ALL,0005992605,0005992605,0005992605,0005542302
ALL,ALL,0005992605,0005992605,0005992605,0005542303
ALL,ALL,0005992605,0005992605,0005992605,0005542304
ALL,ALL,0005992605,0005992605,0005992605,0005542305
ALL,ALL,0005992605,0005992605,0005992605,0005542307
ALL,ALL,0005992605,0005992605,0005992605,0005542308
ALL,ALL,0005992605,0005992605,0005992605,0005542309
ALL,ALL,0005992605,0005992605,0005992605,0005542310
ALL,ALL,0005992605,0005992605,0005992605,0005542311
ALL,ALL,0005992605,0005992605,0005992605,0005542312
ALL,ALL,0005992605,0005992605,0005992605,0005542313
ALL,ALL,0005992605,0005992605,0005992605,0005542314
ALL,ALL,0005992605,0005992605,0005992605,0005542315
ALL,ALL,0005992605,0005992605,0005992605,0005542316
ALL,ALL,0005992605,0005992605,0005992605,0005542317
ALL,ALL,0005992605,0005992605,0005992605,0005542318
ALL,ALL,0005992605,0005992605,0005992605,0005542322
ALL,ALL,0005992605,0005992605,0005992605,0005542323
ALL,ALL,0005992605,0005992605,0005992605,0005542324
ALL,ALL,0005992605,0005992605,0005992605,0005542325
ALL,ALL,0005992605,0005992605,0005992605,0005542328
ALL,ALL,0005992605,0005992605,0005992605,0005542329
ALL,ALL,0005992605,0005992605,0005992605,0005542331
ALL,ALL,0005992605,0005992605,0005992605,0005542332
ALL,ALL,0005992605,0005992605,0005992605,0005542333
ALL,ALL,0005992605,0005992605,0005992605,0005542334
ALL,ALL,0005992605,0005992605,0005992605,0005542335
ALL,ALL,0005992605,0005992605,0005992605,0005542336
ALL,ALL,0005992605,0005992605,0005992605,0005542337
ALL,ALL,0005992605,0005992605,0005992605,0005542339
ALL,ALL,0005992605,0005992605,0005992605,0005542340
ALL,ALL,0005992605,0005992605,0005992605,0005542341
ALL,ALL,0005992605,0005992605,0005992605,0005542342
ALL,ALL,0005992605,0005992605,0005992605,0005542343
ALL,ALL,0005992605,0005992605,0005992605,0005542344
ALL,ALL,0005992605,0005992605,0005992605,0005542345
ALL,ALL,0005992605,0005992605,0005992605,0005542346
ALL,ALL,0005992605,0005992605,0005992605,0005542347
ALL,ALL,0005992605,0005992605,0005992605,0005542348
ALL,ALL,0005992605,0005992605,0005992605,0005542353
ALL,ALL,0005992605,0005992605,0005992605,0005542354
ALL,ALL,0005992605,0005992605,0005992605,0005542355
ALL,ALL,0005992605,0005992605,0005992605,0005542356
ALL,ALL,0005992605,0005992605,0005992605,0005542357
ALL,ALL,0005992605,0005992605,0005992605,0005542360
ALL,ALL,0005992605,0005992605,0005992605,0005542361
ALL,ALL,0005992605,0005992605,0005992605,0005542362
ALL,ALL,0005992605,0005992605,0005992605,0005542363
ALL,ALL,0005992605,0005992605,0005992605,0005542364
ALL,ALL,0005992605,0005992605,0005992605,0005542369
ALL,ALL,0005992605,0005992605,0005992605,0005542371
ALL,ALL,0005992605,0005992605,0005992605,0005542372
ALL,ALL,0005992605,0005992605,0005992605,0005542373
ALL,ALL,0005992605,0005992605,0005992605,0005542374
ALL,ALL,0005992605,0005992605,0005992605,0005542375
ALL,ALL,0005992605,0005992605,0005992605,0005542377
ALL,ALL,0005992605,0005992605,0005992605,0005542378
ALL,ALL,0005992605,0005992605,0005992605,0005542380
ALL,ALL,0005992605,0005992605,0005992605,0005542381
ALL,ALL,0005992605,0005992605,0005992605,0005542382
ALL,ALL,0005992605,0005992605,0005992605,0005542383
ALL,ALL,0005992605,0005992605,0005992605,0005542384
ALL,ALL,0005992605,0005992605,0005992605,0005542385
ALL,ALL,0005992605,0005992605,0005992605,0005542386
ALL,ALL,0005992605,0005992605,0005992605,0005542387
ALL,ALL,0005992605,0005992605,0005992605,0005542389
ALL,ALL,0005992605,0005992605,0005992605,0005542390
ALL,ALL,0005992605,0005992605,0005992605,0005542391
ALL,ALL,0005992605,0005992605,0005992605,0005542392
ALL,ALL,0005992605,0005992605,0005992605,0005542393
ALL,ALL,0005992605,0005992605,0005992605,0005542394
ALL,ALL,0005992605,0005992605,0005992605,0005542395
ALL,ALL,0005992605,0005992605,0005992605,0005542396
ALL,ALL,0005992605,0005992605,0005992605,0005542397
ALL,ALL,0005992605,0005992605,0005992605,0005542398
ALL,ALL,0005992605,0005992605,0005992605,0005542399
ALL,ALL,0005992605,0005992605,0005992605,0005542400
ALL,ALL,0005992605,0005992605,0005992605,0005542401
ALL,ALL,0005992605,0005992605,0005992605,0005542402
ALL,ALL,0005992605,0005992605,0005992605,0005542403
ALL,ALL,0005992605,0005992605,0005992605,0005542404
ALL,ALL,0005992605,0005992605,0005992605,0005542405
ALL,ALL,0005992605,0005992605,0005992605,0005542406
ALL,ALL,0005992605,0005992605,0005992605,0005542407
ALL,ALL,0005992605,0005992605,0005992605,0005542408
ALL,ALL,0005992605,0005992605,0005992605,0005542409
ALL,ALL,0005992605,0005992605,0005992605,0005542410
ALL,ALL,0005992605,0005992605,0005992605,0005542411
ALL,ALL,0005992605,0005992605,0005992605,0005542412
ALL,ALL,0005992605,0005992605,0005992605,0005542414
ALL,ALL,0005992605,0005992605,0005992605,0005542415
ALL,ALL,0005992605,0005992605,0005992605,0005542417
ALL,ALL,0005992605,0005992605,0005992605,0005542418
ALL,ALL,0005992605,0005992605,0005992605,0005542420
ALL,ALL,0005992605,0005992605,0005992605,0005542421
ALL,ALL,0005992605,0005992605,0005992605,0005542423
ALL,ALL,0005992605,0005992605,0005992605,0005542427
ALL,ALL,0005992605,0005992605,0005992605,0005542428
ALL,ALL,0005992605,0005992605,0005992605,0005542429
ALL,ALL,0005992605,0005992605,0005992605,0005542430
ALL,ALL,0005992605,0005992605,0005992605,0005542433
ALL,ALL,0005992605,0005992605,0005992605,0005542434
ALL,ALL,0005992605,0005992605,0005992605,0005542436
ALL,ALL,0005992605,0005992605,0005992605,0005542437
ALL,ALL,0005992605,0005992605,0005992605,0005542438
ALL,ALL,0005992605,0005992605,0005992605,0005542439
ALL,ALL,0005992605,0005992605,0005992605,0005542440
ALL,ALL,0005992605,0005992605,0005992605,0005542441
ALL,ALL,0005992605,0005992605,0005992605,0005542442
ALL,ALL,0005992605,0005992605,0005992605,0005542444
ALL,ALL,0005992605,0005992605,0005992605,0005542445
ALL,ALL,0005992605,0005992605,0005992605,0005542446
ALL,ALL,0005992605,0005992605,0005992605,0005542447
ALL,ALL,0005992605,0005992605,0005992605,0005542448
ALL,ALL,0005992605,0005992605,0005992605,0005542450
ALL,ALL,0005992605,0005992605,0005992605,0005542451
ALL,ALL,0005992605,0005992605,0005992605,0005542452
ALL,ALL,0005992605,0005992605,0005992605,0005542454
ALL,ALL,0005992605,0005992605,0005992605,0005542455
ALL,ALL,0005992605,0005992605,0005992605,0005542456
ALL,ALL,0005992605,0005992605,0005992605,0005542457
ALL,ALL,0005992605,0005992605,0005992605,0005542458
ALL,ALL,0005992605,0005992605,0005992605,0005542459
ALL,ALL,0005992605,0005992605,0005992605,0005542460
ALL,ALL,0005992605,0005992605,0005992605,0005542461
ALL,ALL,0005992605,0005992605,0005992605,0005542462
ALL,ALL,0005992605,0005992605,0005992605,0005542464
ALL,ALL,0005992605,0005992605,0005992605,0005542466
ALL,ALL,0005992605,0005992605,0005992605,0005542467
ALL,ALL,0005992605,0005992605,0005992605,0005542468
ALL,ALL,0005992605,0005992605,0005992605,0005542469
ALL,ALL,0005992605,0005992605,0005992605,0005542470
ALL,ALL,0005992605,0005992605,0005992605,0005542471
ALL,ALL,0005992605,0005992605,0005992605,0005542472
ALL,ALL,0005992605,0005992605,0005992605,0005542475
ALL,ALL,0005992605,0005992605,0005992605,0005542476
ALL,ALL,0005992605,0005992605,0005992605,0005542477
ALL,ALL,0005992605,0005992605,0005992605,0005542483
ALL,ALL,0005992605,0005992605,0005992605,0005542485
ALL,ALL,0005992605,0005992605,0005992605,0005542486
ALL,ALL,0005992605,0005992605,0005992605,0005542487
ALL,ALL,0005992605,0005992605,0005992605,0005542489
ALL,ALL,0005992605,0005992605,0005992605,0005542490
ALL,ALL,0005992605,0005992605,0005992605,0005542491
ALL,ALL,0005992605,0005992605,0005992605,0005542492
ALL,ALL,0005992605,0005992605,0005992605,0005542493
ALL,ALL,0005992605,0005992605,0005992605,0005542494
ALL,ALL,0005992605,0005992605,0005992605,0005542496
ALL,ALL,0005992605,0005992605,0005992605,0005542497
ALL,ALL,0005992605,0005992605,0005992605,0005542498
ALL,ALL,0005992605,0005992605,0005992605,0005542499
ALL,ALL,0005992605,0005992605,0005992605,0005542500
ALL,ALL,0005992605,0005992605,0005992605,0005542501
ALL,ALL,0005992605,0005992605,0005992605,0005542502
ALL,ALL,0005992605,0005992605,0005992605,0005542503
ALL,ALL,0005992605,0005992605,0005992605,0005542504
ALL,ALL,0005992605,0005992605,0005992605,0005542505
ALL,ALL,0005992605,0005992605,0005992605,0005542506
ALL,ALL,0005992605,0005992605,0005992605,0005542507
ALL,ALL,0005992605,0005992605,0005992605,0005542508
ALL,ALL,0005992605,0005992605,0005992605,0005542509
ALL,ALL,0005992605,0005992605,0005992605,0005542510
ALL,ALL,0005992605,0005992605,0005992605,0005542511
ALL,ALL,0005992605,0005992605,0005992605,0005542513
ALL,ALL,0005992605,0005992605,0005992605,0005542514
ALL,ALL,0005992605,0005992605,0005992605,0005542515
ALL,ALL,0005992605,0005992605,0005992605,0005542516
ALL,ALL,0005992605,0005992605,0005992605,0005542517
ALL,ALL,0005992605,0005992605,0005992605,0005542518
ALL,ALL,0005992605,0005992605,0005992605,0005542519
ALL,ALL,0005992605,0005992605,0005992605,0005542520
ALL,ALL,0005992605,0005992605,0005992605,0005542521
ALL,ALL,0005992605,0005992605,0005992605,0005542522
ALL,ALL,0005992605,0005992605,0005992605,0005542523
ALL,ALL,0005992605,0005992605,0005992605,0005542524
ALL,ALL,0005992605,0005992605,0005992605,0005542526
ALL,ALL,0005992605,0005992605,0005992605,0005542527
ALL,ALL,0005992605,0005992605,0005992605,0005542541
ALL,ALL,0005992605,0005992605,0005992605,0005542542
ALL,ALL,0005992605,0005992605,0005992605,0005542543
ALL,ALL,0005992605,0005992605,0005992605,0005542544
ALL,ALL,0005992605,0005992605,0005992605,0005542545
ALL,ALL,0005992605,0005992605,0005992605,0005542546
ALL,ALL,0005992605,0005992605,0005992605,0005542549
ALL,ALL,0005992605,0005992605,0005992605,0005542550
ALL,ALL,0005992605,0005992605,0005992605,0005542551
ALL,ALL,0005992605,0005992605,0005992605,0005542553
ALL,ALL,0005992605,0005992605,0005992605,0005542554
ALL,ALL,0005992605,0005992605,0005992605,0005542555
ALL,ALL,0005992605,0005992605,0005992605,0005542556
ALL,ALL,0005992605,0005992605,0005992605,0005542557
ALL,ALL,0005992605,0005992605,0005992605,0005542558
ALL,ALL,0005992605,0005992605,0005992605,0005542568
ALL,ALL,0005992605,0005992605,0005992605,0005542569
ALL,ALL,0005992605,0005992605,0005992605,0005542571
ALL,ALL,0005992605,0005992605,0005992605,0005542572
ALL,ALL,0005992605,0005992605,0005992605,0005542574
ALL,ALL,0005992605,0005992605,0005992605,0005542575
ALL,ALL,0005992605,0005992605,0005992605,0005542576
ALL,ALL,0005992605,0005992605,0005992605,0005542577
ALL,ALL,0005992605,0005992605,0005992605,0005542578
ALL,ALL,0005992605,0005992605,0005992605,0005542579
ALL,ALL,0005992605,0005992605,0005992605,0005542581
ALL,ALL,0005992605,0005992605,0005992605,0005542582
ALL,ALL,0005992605,0005992605,0005992605,0005542583
ALL,ALL,0005992605,0005992605,0005992605,0005542584
ALL,ALL,0005992605,0005992605,0005992605,0005542585
ALL,ALL,0005992605,0005992605,0005992605,0005542586
ALL,ALL,0005992605,0005992605,0005992605,0005542587
ALL,ALL,0005992605,0005992605,0005992605,0005542588
ALL,ALL,0005992605,0005992605,0005992605,0005542589
ALL,ALL,0005992605,0005992605,0005992605,0005542590
ALL,ALL,0005992605,0005992605,0005992605,0005542591
ALL,ALL,0005992605,0005992605,0005992605,0005542592
ALL,ALL,0005992605,0005992605,0005992605,0005542593
ALL,ALL,0005992605,0005992605,0005992605,0005542594
ALL,ALL,0005992605,0005992605,0005992605,0005542595
ALL,ALL,0005992605,0005992605,0005992605,0005542597
ALL,ALL,0005992605,0005992605,0005992605,0005542599
ALL,ALL,0005992605,0005992605,0005992605,0005542600
ALL,ALL,0005992605,0005992605,0005992605,0005542602
ALL,ALL,0005992605,0005992605,0005992605,0005542603
ALL,ALL,0005992605,0005992605,0005992605,0005542604
ALL,ALL,0005992605,0005992605,0005992605,0005542605
ALL,ALL,0005992605,0005992605,0005992605,0005542606
ALL,ALL,0005992605,0005992605,0005992605,0005542607
ALL,ALL,0005992605,0005992605,0005992605,0005542608
ALL,ALL,0005992605,0005992605,0005992605,0005542609
ALL,ALL,0005992605,0005992605,0005992605,0005542610
ALL,ALL,0005992605,0005992605,0005992605,0005542611
ALL,ALL,0005992605,0005992605,0005992605,0005542612
ALL,ALL,0005992605,0005992605,0005992605,0005542613
ALL,ALL,0005992605,0005992605,0005992605,0005542615
ALL,ALL,0005992605,0005992605,0005992605,0005542616
ALL,ALL,0005992605,0005992605,0005992605,0005542617
ALL,ALL,0005992605,0005992605,0005992605,0005542618
ALL,ALL,0005992605,0005992605,0005992605,0005542619
ALL,ALL,0005992605,0005992605,0005992605,0005542620
ALL,ALL,0005992605,0005992605,0005992605,0005542621
ALL,ALL,0005992605,0005992605,0005992605,0005542622
ALL,ALL,0005992605,0005992605,0005992605,0005542625
ALL,ALL,0005992605,0005992605,0005992605,0005542626
ALL,ALL,0005992605,0005992605,0005992605,0005542627
