Sales Domain.[All Sales Domain],Sales Domain.[Division],Sales Domain.[Channel Group],Sales Domain.[Channel],Sales Domain.[Customer Group],Sales Domain.[Sold To]
ALL,ALL,5843565,5843565,5843565,3028583
ALL,ALL,5843565,5843565,5843565,3028584
ALL,ALL,5843565,5843565,5843565,3028585
ALL,ALL,5643999,5643999,5643999,3028586
ALL,ALL,5843565,5843565,5843565,3028587
ALL,ALL,5992605,5992605,5992605,3028588
ALL,ALL,5992595,5992595,5992595,3028596
ALL,ALL,5338740,5338740,5338740,3029814
ALL,ALL,5338740,5338740,5338740,3029875
ALL,ALL,5338740,5338740,5338740,3029877
ALL,ALL,5338740,5338740,5338740,3029878
ALL,ALL,5641465,5641465,5641465,3029879
ALL,ALL,5992595,5992595,5992595,3029880
ALL,ALL,5986680,5986680,5986680,3029883
ALL,ALL,1108306,1108306,1108306,3032058
ALL,ALL,1108306,1108306,1108306,3032059
ALL,ALL,1108306,1108306,1108306,3032070
ALL,ALL,1108306,1108306,1108306,3032105
ALL,ALL,1108306,1108306,1108306,3032106
ALL,ALL,1108306,1108306,1108306,3032170
ALL,ALL,1108306,1108306,1108306,3032171
ALL,ALL,1108306,1108306,1108306,3032172
ALL,ALL,1108306,1108306,1108306,3032173
ALL,ALL,1108306,1108306,1108306,3032174
ALL,ALL,1108306,1108306,1108306,3032180
ALL,ALL,1108306,1108306,1108306,3032181
ALL,ALL,1108306,1108306,1108306,3032182
ALL,ALL,1108306,1108306,1108306,3032183
ALL,ALL,1108306,1108306,1108306,3032184
ALL,ALL,1108306,1108306,1108306,3032185
ALL,ALL,1108306,1108306,1108306,3033007
ALL,ALL,5992595,5992595,5992595,3033009
ALL,ALL,5992595,5992595,5992595,3033060
ALL,ALL,5338740,5338740,5338740,3033061
ALL,ALL,5338740,5338740,5338740,3033062
ALL,ALL,5338740,5338740,5338740,3033065
ALL,ALL,5992605,5992605,5992605,3033067
ALL,ALL,5338736,5338736,5338736,3033164
ALL,ALL,5992605,5992605,5992605,3033675
ALL,ALL,5992595,5992595,5992595,3033676
ALL,ALL,5992595,5992595,5992595,3033677
ALL,ALL,5338740,5338740,5338740,3033678
ALL,ALL,5843565,5843565,5843565,3033679
ALL,ALL,5992595,5992595,5992595,3033780
ALL,ALL,5992605,5992605,5992605,3033781
ALL,ALL,5338736,5338736,5338736,3033796
ALL,ALL,5986680,5986680,5986680,3033798
ALL,ALL,5992595,5992595,5992595,3033800
ALL,ALL,5992595,5992595,5992595,3033802
ALL,ALL,5992605,5992605,5992605,3033803
ALL,ALL,5338740,5338740,5338740,3033804
ALL,ALL,5643999,5643999,5643999,3033805
ALL,ALL,1108306,1108306,1108306,3034399
ALL,ALL,5338740,5338740,5338740,3034978
ALL,ALL,1108306,1108306,1108306,3034985
ALL,ALL,1108306,1108306,1108306,3035021
ALL,ALL,1108306,1108306,1108306,3035201
ALL,ALL,5338736,5338736,5338736,3036059
ALL,ALL,5338736,5338736,5338736,3036062
ALL,ALL,5338736,5338736,5338736,3036068
ALL,ALL,1108306,1108306,1108306,3036076
ALL,ALL,5986680,5986680,5986680,3036729
ALL,ALL,5992605,5992605,5992605,3036801
ALL,ALL,5992605,5992605,5992605,3036802
ALL,ALL,5992605,5992605,5992605,3036803
ALL,ALL,5992605,5992605,5992605,3036804
ALL,ALL,5992605,5992605,5992605,3036805
ALL,ALL,5986680,5986680,5986680,3036806
ALL,ALL,2563700,2563700,2563700,3037146
ALL,ALL,2172197,2172197,2172197,3037348
ALL,ALL,4322613,4322613,4322613,3038142
ALL,ALL,5992577,5992577,5992577,3038165
ALL,ALL,1108306,1108306,1108306,3038167
ALL,ALL,5992586,5992586,5992586,3038168
ALL,ALL,5338740,5338740,5338740,3038169
ALL,ALL,1108306,1108306,1108306,3038175
ALL,ALL,5992587,5992587,5992587,3038975
ALL,ALL,5992587,5992587,5992587,3038979
ALL,ALL,5843566,5843566,5843566,3039772
ALL,ALL,5843566,5843566,5843566,3039774
ALL,ALL,5843566,5843566,5843566,3039845
ALL,ALL,5992605,5992605,5992605,3039846
ALL,ALL,1108325,1108325,1108325,3040247
ALL,ALL,1108325,1108325,1108325,3040248
ALL,ALL,5992595,5992595,5992595,3040882
ALL,ALL,5992587,5992587,5992587,3040883
ALL,ALL,5643999,5643999,5643999,3040932
ALL,ALL,5992595,5992595,5992595,3040933
ALL,ALL,5992595,5992595,5992595,3040934
ALL,ALL,5643999,5643999,5643999,3040935
ALL,ALL,5992595,5992595,5992595,3040936
ALL,ALL,5992595,5992595,5992595,3040937
ALL,ALL,5992595,5992595,5992595,3040938
ALL,ALL,5338736,5338736,5338736,3040939
ALL,ALL,5643999,5643999,5643999,3040957
ALL,ALL,5992587,5992587,5992587,3040967
ALL,ALL,5992605,5992605,5992605,3040978
ALL,ALL,5992605,5992605,5992605,3040979
ALL,ALL,5992605,5992605,5992605,3040985
ALL,ALL,5992587,5992587,5992587,3040988
ALL,ALL,5992605,5992605,5992605,3041745
ALL,ALL,5643999,5643999,5643999,3041746
ALL,ALL,5992604,5992604,5992604,3042420
ALL,ALL,5643999,5643999,5643999,3044090
ALL,ALL,5644000,5644000,5644000,3044092
ALL,ALL,1108306,1108306,1108306,3044142
ALL,ALL,1108306,1108306,1108306,3044143
ALL,ALL,1108306,1108306,1108306,3044144
ALL,ALL,5992595,5992595,5992595,3044147
ALL,ALL,5644000,5644000,5644000,3044148
ALL,ALL,1108306,1108306,1108306,3044150
ALL,ALL,1108306,1108306,1108306,3044151
ALL,ALL,1108306,1108306,1108306,3044152
ALL,ALL,1108306,1108306,1108306,3044153
ALL,ALL,1108306,1108306,1108306,3044154
ALL,ALL,1108306,1108306,1108306,3044155
ALL,ALL,1108306,1108306,1108306,3044157
ALL,ALL,1108306,1108306,1108306,3044158
ALL,ALL,1108306,1108306,1108306,3044159
ALL,ALL,1108306,1108306,1108306,3044160
ALL,ALL,5339013,5339013,5339013,3044201
ALL,ALL,5992586,5992586,5992586,3044232
ALL,ALL,5986680,5986680,5986680,3044238
ALL,ALL,1108285,1108285,1108285,3044889
ALL,ALL,5338737,5338737,5338737,3044920
ALL,ALL,5992595,5992595,5992595,3044964
ALL,ALL,5992595,5992595,5992595,3044970
ALL,ALL,5338740,5338740,5338740,3044971
ALL,ALL,5338740,5338740,5338740,3044974
ALL,ALL,2563700,2563700,2563700,3044975
ALL,ALL,2563700,2563700,2563700,3044976
ALL,ALL,5992605,5992605,5992605,3044978
ALL,ALL,5992595,5992595,5992595,3044979
ALL,ALL,5644000,5644000,5644000,3045611
ALL,ALL,5644000,5644000,5644000,3045731
ALL,ALL,5643999,5643999,5643999,3045733
ALL,ALL,5986680,5986680,5986680,3047014
ALL,ALL,5986680,5986680,5986680,3047015
ALL,ALL,5986680,5986680,5986680,3047016
ALL,ALL,5986680,5986680,5986680,3047017
ALL,ALL,5644000,5644000,5644000,3047035
ALL,ALL,5986680,5986680,5986680,3047036
ALL,ALL,5986680,5986680,5986680,3047037
ALL,ALL,5338740,5338740,5338740,3047041
ALL,ALL,2563700,2563700,2563700,3047544
ALL,ALL,5641464,5641464,5641464,3047654
ALL,ALL,5338736,5338736,5338736,3047754
ALL,ALL,5992605,5992605,5992605,3047766
ALL,ALL,5643999,5643999,5643999,3047778
ALL,ALL,5986680,5986680,5986680,3066769
ALL,ALL,5992605,5992605,5992605,3066810
ALL,ALL,5992605,5992605,5992605,3066811
ALL,ALL,5992586,5992586,5992586,3066822
ALL,ALL,5992595,5992595,5992595,3066823
ALL,ALL,5992595,5992595,5992595,3066835
ALL,ALL,5986680,5986680,5986680,3066837
ALL,ALL,5641503,5641503,5641503,3066839
ALL,ALL,5992587,5992587,5992587,3066841
ALL,ALL,5986680,5986680,5986680,3066842
ALL,ALL,5992595,5992595,5992595,3066843
ALL,ALL,5992587,5992587,5992587,3066844
ALL,ALL,5986680,5986680,5986680,3066851
ALL,ALL,5986680,5986680,5986680,3067047
ALL,ALL,5992605,5992605,5992605,3067587
ALL,ALL,5843565,5843565,5843565,3067699
ALL,ALL,5986680,5986680,5986680,3067700
ALL,ALL,5986680,5986680,5986680,3067702
ALL,ALL,5644000,5644000,5644000,3067708
ALL,ALL,5338740,5338740,5338740,3068360
ALL,ALL,5643999,5643999,5643999,3069571
ALL,ALL,5992595,5992595,5992595,3070552
ALL,ALL,5986680,5986680,5986680,3070617
ALL,ALL,5643999,5643999,5643999,3070618
ALL,ALL,5986680,5986680,5986680,3070620
ALL,ALL,5992595,5992595,5992595,3070621
ALL,ALL,5986680,5986680,5986680,3073083
ALL,ALL,5986680,5986680,5986680,3073084
ALL,ALL,5986680,5986680,5986680,3073090
ALL,ALL,5992595,5992595,5992595,3073715
ALL,ALL,5338740,5338740,5338740,3073749
ALL,ALL,5338740,5338740,5338740,3073750
ALL,ALL,5843567,5843567,5843567,3073751
ALL,ALL,5992595,5992595,5992595,3074212
ALL,ALL,5992595,5992595,5992595,3074213
ALL,ALL,5339183,5339183,5339183,3074214
ALL,ALL,5992595,5992595,5992595,3074216
ALL,ALL,5992595,5992595,5992595,3074217
ALL,ALL,5992595,5992595,5992595,3074218
ALL,ALL,5992595,5992595,5992595,3074231
ALL,ALL,5986680,5986680,5986680,3074671
ALL,ALL,5843566,5843566,5843566,3074673
ALL,ALL,5992587,5992587,5992587,3074674
ALL,ALL,2563700,2563700,2563700,3074686
ALL,ALL,2563700,2563700,2563700,3074693
ALL,ALL,5992595,5992595,5992595,3074695
ALL,ALL,5992595,5992595,5992595,3074698
ALL,ALL,5986680,5986680,5986680,3074699
ALL,ALL,5992595,5992595,5992595,3074701
ALL,ALL,4322613,4322613,4322613,3074711
ALL,ALL,5992595,5992595,5992595,3074864
ALL,ALL,1108306,1108306,1108306,3075295
ALL,ALL,1108306,1108306,1108306,3075296
ALL,ALL,1108306,1108306,1108306,3075297
ALL,ALL,1108306,1108306,1108306,3075298
ALL,ALL,1108306,1108306,1108306,3075299
ALL,ALL,1108306,1108306,1108306,3075300
ALL,ALL,1108306,1108306,1108306,3075302
ALL,ALL,1108306,1108306,1108306,3075344
ALL,ALL,5986680,5986680,5986680,3075355
ALL,ALL,5643999,5643999,5643999,3075409
ALL,ALL,5843566,5843566,5843566,3076263
ALL,ALL,5992595,5992595,5992595,3076265
ALL,ALL,5641465,5641465,5641465,3076282
ALL,ALL,5843567,5843567,5843567,3076328
ALL,ALL,5643999,5643999,5643999,3076329
ALL,ALL,5643999,5643999,5643999,3076331
ALL,ALL,5992595,5992595,5992595,3076337
ALL,ALL,5644000,5644000,5644000,3076785
ALL,ALL,5992605,5992605,5992605,3076800
ALL,ALL,5992595,5992595,5992595,3076807
ALL,ALL,5992595,5992595,5992595,3076809
ALL,ALL,5992586,5992586,5992586,3076810
ALL,ALL,5644000,5644000,5644000,3077683
ALL,ALL,5644000,5644000,5644000,3077899
ALL,ALL,5644000,5644000,5644000,3078534
ALL,ALL,5992595,5992595,5992595,3078546
ALL,ALL,5992595,5992595,5992595,3078547
ALL,ALL,5992586,5992586,5992586,3078549
ALL,ALL,5992595,5992595,5992595,3078638
ALL,ALL,5986680,5986680,5986680,3078639
ALL,ALL,5643999,5643999,5643999,3078718
ALL,ALL,5992595,5992595,5992595,3078750
ALL,ALL,5992595,5992595,5992595,3078755
ALL,ALL,5843566,5843566,5843566,3078756
ALL,ALL,5992595,5992595,5992595,3078757
ALL,ALL,5992595,5992595,5992595,3078758
ALL,ALL,5992595,5992595,5992595,3078759
ALL,ALL,5843565,5843565,5843565,3079307
ALL,ALL,5643999,5643999,5643999,3079357
ALL,ALL,5992577,5992577,5992577,3079372
ALL,ALL,5992595,5992595,5992595,3079911
ALL,ALL,5992595,5992595,5992595,3079912
ALL,ALL,5992595,5992595,5992595,3079913
ALL,ALL,5986680,5986680,5986680,3080551
ALL,ALL,5843566,5843566,5843566,3080552
ALL,ALL,5843566,5843566,5843566,3080553
ALL,ALL,5986680,5986680,5986680,3080554
ALL,ALL,5644000,5644000,5644000,3080558
ALL,ALL,5986680,5986680,5986680,3080559
ALL,ALL,5986680,5986680,5986680,3080560
ALL,ALL,5643999,5643999,5643999,3080561
ALL,ALL,5986680,5986680,5986680,3080562
ALL,ALL,5843567,5843567,5843567,3080563
ALL,ALL,5843565,5843565,5843565,3080565
ALL,ALL,5992595,5992595,5992595,3080566
ALL,ALL,5843565,5843565,5843565,3080567
ALL,ALL,5644000,5644000,5644000,3080568
ALL,ALL,5843565,5843565,5843565,3080569
ALL,ALL,5644000,5644000,5644000,3080570
ALL,ALL,5992595,5992595,5992595,3080983
ALL,ALL,5992595,5992595,5992595,3080995
ALL,ALL,5843566,5843566,5843566,3081059
ALL,ALL,5644000,5644000,5644000,3081154
ALL,ALL,5986680,5986680,5986680,3081159
ALL,ALL,5986680,5986680,5986680,3081170
ALL,ALL,5992595,5992595,5992595,3081171
ALL,ALL,5992595,5992595,5992595,3081172
ALL,ALL,5992595,5992595,5992595,3081173
ALL,ALL,5986680,5986680,5986680,3081180
ALL,ALL,5992605,5992605,5992605,3081181
ALL,ALL,5992587,5992587,5992587,3081183
ALL,ALL,5843566,5843566,5843566,3081184
ALL,ALL,5986680,5986680,5986680,3081198
ALL,ALL,5644000,5644000,5644000,3081261
ALL,ALL,5644000,5644000,5644000,3081262
ALL,ALL,5644000,5644000,5644000,3081263
ALL,ALL,5644000,5644000,5644000,3081265
ALL,ALL,5644000,5644000,5644000,3081267
ALL,ALL,5644000,5644000,5644000,3081268
ALL,ALL,5644000,5644000,5644000,3081270
ALL,ALL,5644000,5644000,5644000,3081272
ALL,ALL,1108306,1108306,1108306,3081729
ALL,ALL,5986680,5986680,5986680,3081957
ALL,ALL,5992587,5992587,5992587,3081958
ALL,ALL,5644000,5644000,5644000,3081959
ALL,ALL,5992595,5992595,5992595,3082026
ALL,ALL,5992605,5992605,5992605,3082028
ALL,ALL,5992595,5992595,5992595,3082029
ALL,ALL,5992595,5992595,5992595,3082030
ALL,ALL,5992605,5992605,5992605,3082031
ALL,ALL,5986680,5986680,5986680,3082032
ALL,ALL,5644000,5644000,5644000,3082050
ALL,ALL,5644000,5644000,5644000,3082051
ALL,ALL,5644000,5644000,5644000,3082052
ALL,ALL,5641465,5641465,5641465,3082055
ALL,ALL,5992595,5992595,5992595,3082056
ALL,ALL,5992595,5992595,5992595,3082058
ALL,ALL,5992595,5992595,5992595,3082059
ALL,ALL,5986680,5986680,5986680,3082070
ALL,ALL,5843567,5843567,5843567,3082072
ALL,ALL,5992595,5992595,5992595,3082073
ALL,ALL,5641503,5641503,5641503,3082074
ALL,ALL,5643999,5643999,5643999,3082075
ALL,ALL,5986680,5986680,5986680,3082105
ALL,ALL,5986680,5986680,5986680,3082107
ALL,ALL,5992577,5992577,5992577,3082109
ALL,ALL,5992586,5992586,5992586,3082141
ALL,ALL,5992577,5992577,5992577,3082143
ALL,ALL,5992595,5992595,5992595,3082190
ALL,ALL,5992586,5992586,5992586,3082217
ALL,ALL,5992586,5992586,5992586,3082218
ALL,ALL,5986680,5986680,5986680,3082219
ALL,ALL,5986680,5986680,5986680,3082220
ALL,ALL,5992586,5992586,5992586,3082787
ALL,ALL,5644000,5644000,5644000,3082792
ALL,ALL,5992595,5992595,5992595,3083000
ALL,ALL,5986680,5986680,5986680,3083002
ALL,ALL,5338734,5338734,5338734,3083003
ALL,ALL,5986680,5986680,5986680,3083004
ALL,ALL,5986680,5986680,5986680,3083864
ALL,ALL,5843566,5843566,5843566,3084444
ALL,ALL,5338740,5338740,5338740,3085134
ALL,ALL,5992587,5992587,5992587,3085140
ALL,ALL,5338740,5338740,5338740,3085141
ALL,ALL,5992587,5992587,5992587,3085143
ALL,ALL,5338740,5338740,5338740,3085157
ALL,ALL,5338740,5338740,5338740,3086473
ALL,ALL,5643999,5643999,5643999,3086570
ALL,ALL,5992577,5992577,5992577,3086653
ALL,ALL,5992577,5992577,5992577,3086654
ALL,ALL,5992577,5992577,5992577,3086661
ALL,ALL,5992577,5992577,5992577,3086662
ALL,ALL,5644000,5644000,5644000,3086672
ALL,ALL,5992586,5992586,5992586,3086675
ALL,ALL,5992577,5992577,5992577,3086677
ALL,ALL,5992577,5992577,5992577,3086678
ALL,ALL,5992586,5992586,5992586,3086719
ALL,ALL,5992577,5992577,5992577,3086720
ALL,ALL,5992586,5992586,5992586,3086721
ALL,ALL,5992577,5992577,5992577,3086722
ALL,ALL,5992577,5992577,5992577,3086723
ALL,ALL,5992577,5992577,5992577,3086724
ALL,ALL,5992586,5992586,5992586,3086725
ALL,ALL,5992577,5992577,5992577,3086726
ALL,ALL,5992577,5992577,5992577,3086727
ALL,ALL,5992586,5992586,5992586,3086728
ALL,ALL,5992586,5992586,5992586,3086729
ALL,ALL,1108306,1108306,1108306,3087256
ALL,ALL,5992586,5992586,5992586,3087376
ALL,ALL,5643999,5643999,5643999,3087990
ALL,ALL,5992605,5992605,5992605,3087991
ALL,ALL,1108306,1108306,1108306,3089041
ALL,ALL,1108306,1108306,1108306,3089042
ALL,ALL,1108306,1108306,1108306,3089043
ALL,ALL,1108306,1108306,1108306,3089044
ALL,ALL,5641461,5641461,5641461,3089671
ALL,ALL,5644000,5644000,5644000,3090111
ALL,ALL,4322613,4322613,4322613,3090112
ALL,ALL,5843565,5843565,5843565,3090143
ALL,ALL,1108306,1108306,1108306,3090563
ALL,ALL,1108306,1108306,1108306,3090564
ALL,ALL,1108306,1108306,1108306,3090612
ALL,ALL,1108306,1108306,1108306,3090613
ALL,ALL,1108306,1108306,1108306,3090625
ALL,ALL,1108306,1108306,1108306,3090626
ALL,ALL,1108306,1108306,1108306,3090627
ALL,ALL,5986680,5986680,5986680,3090715
ALL,ALL,1108309,1108309,1108309,3091780
ALL,ALL,1108325,1108325,1108325,3092312
ALL,ALL,5338734,5338734,5338734,3092324
ALL,ALL,4322613,4322613,4322613,3092447
ALL,ALL,5643999,5643999,5643999,3093263
ALL,ALL,5986680,5986680,5986680,3093914
ALL,ALL,5986680,5986680,5986680,3094239
ALL,ALL,5644000,5644000,5644000,3094882
ALL,ALL,5339180,5339180,5339180,3094883
ALL,ALL,5338740,5338740,5338740,3095391
ALL,ALL,5338740,5338740,5338740,3095393
ALL,ALL,5338740,5338740,5338740,3095458
ALL,ALL,5992595,5992595,5992595,3095472
ALL,ALL,5338740,5338740,5338740,3095511
ALL,ALL,5643999,5643999,5643999,3096060
ALL,ALL,5641465,5641465,5641465,3096147
ALL,ALL,5644000,5644000,5644000,3096825
ALL,ALL,5338740,5338740,5338740,3096826
ALL,ALL,5992587,5992587,5992587,3096829
ALL,ALL,5641461,5641461,5641461,3096831
ALL,ALL,5992595,5992595,5992595,3096832
ALL,ALL,5992587,5992587,5992587,3097253
ALL,ALL,5992587,5992587,5992587,3097563
ALL,ALL,5339184,5339184,5339184,3097568
ALL,ALL,5339184,5339184,5339184,3097569
ALL,ALL,5338740,5338740,5338740,3097683
ALL,ALL,2172197,2172197,2172197,3097684
ALL,ALL,5338740,5338740,5338740,3098260
ALL,ALL,5643999,5643999,5643999,3098262
ALL,ALL,5338740,5338740,5338740,3098266
ALL,ALL,5338740,5338740,5338740,3098269
ALL,ALL,5338740,5338740,5338740,3099108
ALL,ALL,5338740,5338740,5338740,3099174
ALL,ALL,5992605,5992605,5992605,3099175
ALL,ALL,5338740,5338740,5338740,3100223
ALL,ALL,5643999,5643999,5643999,3100915
ALL,ALL,4322613,4322613,4322613,3103204
ALL,ALL,4322613,4322613,4322613,3103206
ALL,ALL,4322613,4322613,4322613,3103207
ALL,ALL,1108285,1108285,1108285,3103752
ALL,ALL,5986680,5986680,5986680,3104025
ALL,ALL,5641467,5641467,5641467,3105113
ALL,ALL,5641467,5641467,5641467,3105114
ALL,ALL,5992595,5992595,5992595,3105333
ALL,ALL,5986680,5986680,5986680,3105812
ALL,ALL,5843565,5843565,5843565,3106504
ALL,ALL,5643999,5643999,5643999,3107420
ALL,ALL,5338740,5338740,5338740,3107430
ALL,ALL,5338740,5338740,5338740,3107439
ALL,ALL,5641466,5641466,5641466,3107440
ALL,ALL,5338740,5338740,5338740,3107443
ALL,ALL,5338740,5338740,5338740,3107444
ALL,ALL,5992587,5992587,5992587,3107446
ALL,ALL,5338740,5338740,5338740,3108527
ALL,ALL,5338740,5338740,5338740,3108606
ALL,ALL,5338740,5338740,5338740,3108705
ALL,ALL,5338740,5338740,5338740,3109275
ALL,ALL,4322613,4322613,4322613,3109424
ALL,ALL,5992595,5992595,5992595,3109425
ALL,ALL,5986680,5986680,5986680,3110333
ALL,ALL,1108306,1108306,1108306,3112045
ALL,ALL,5338740,5338740,5338740,3112055
ALL,ALL,5644000,5644000,5644000,3112103
ALL,ALL,5338740,5338740,5338740,3112118
ALL,ALL,5339184,5339184,5339184,3113927
ALL,ALL,5339185,5339185,5339185,3113928
ALL,ALL,5643999,5643999,5643999,3115588
ALL,ALL,5992586,5992586,5992586,3115645
ALL,ALL,5643999,5643999,5643999,3115860
ALL,ALL,2563700,2563700,2563700,3115862
ALL,ALL,1108284,1108284,1108284,3116589
ALL,ALL,4322613,4322613,4322613,3116592
ALL,ALL,5338740,5338740,5338740,3117769
ALL,ALL,5338740,5338740,5338740,3117810
ALL,ALL,5338740,5338740,5338740,3117811
ALL,ALL,5338740,5338740,5338740,3118379
ALL,ALL,5339184,5339184,5339184,311998
ALL,ALL,5338740,5338740,5338740,3131568
ALL,ALL,5338740,5338740,5338740,3131569
ALL,ALL,2563700,2563700,2563700,3131577
ALL,ALL,5992595,5992595,5992595,3132829
ALL,ALL,4322613,4322613,4322613,3133786
ALL,ALL,5643999,5643999,5643999,3136175
ALL,ALL,5338740,5338740,5338740,3136874
ALL,ALL,5644000,5644000,5644000,3137003
ALL,ALL,5986680,5986680,5986680,3138693
ALL,ALL,5643999,5643999,5643999,3139600
ALL,ALL,5338740,5338740,5338740,3140725
ALL,ALL,5338740,5338740,5338740,3141731
ALL,ALL,5643999,5643999,5643999,3142338
ALL,ALL,2563700,2563700,2563700,3143119
ALL,ALL,5992605,5992605,5992605,3143263
ALL,ALL,5338736,5338736,5338736,3143265
ALL,ALL,5644000,5644000,5644000,3144451
ALL,ALL,5643999,5643999,5643999,3144460
ALL,ALL,5843565,5843565,5843565,3144598
ALL,ALL,5643999,5643999,5643999,3145166
ALL,ALL,5643999,5643999,5643999,3145510
ALL,ALL,5338738,5338738,5338738,3157883
ALL,ALL,5992587,5992587,5992587,3159306
ALL,ALL,4322613,4322613,4322613,3160014
ALL,ALL,5338740,5338740,5338740,3161062
ALL,ALL,5338740,5338740,5338740,3161230
ALL,ALL,5338740,5338740,5338740,3162845
ALL,ALL,5641465,5641465,5641465,3163518
ALL,ALL,5338740,5338740,5338740,3163662
ALL,ALL,5643999,5643999,5643999,3165083
ALL,ALL,5338740,5338740,5338740,3165084
ALL,ALL,5338740,5338740,5338740,3165105
ALL,ALL,5643999,5643999,5643999,3166701
ALL,ALL,5339012,5339012,5339012,3166859
ALL,ALL,1108300,1108300,1108300,3167711
ALL,ALL,5338740,5338740,5338740,3167712
ALL,ALL,2563700,2563700,2563700,3167713
ALL,ALL,5644000,5644000,5644000,3167716
ALL,ALL,5643999,5643999,5643999,3167745
ALL,ALL,5643999,5643999,5643999,3168149
ALL,ALL,5643999,5643999,5643999,3168184
ALL,ALL,5339183,5339183,5339183,3168832
ALL,ALL,5338740,5338740,5338740,3169023
ALL,ALL,5843567,5843567,5843567,3169724
ALL,ALL,5338740,5338740,5338740,3170216
ALL,ALL,5992605,5992605,5992605,3172110
ALL,ALL,5992605,5992605,5992605,3172111
ALL,ALL,1108300,1108300,1108300,3172112
ALL,ALL,4322613,4322613,4322613,3174806
ALL,ALL,4322613,4322613,4322613,3174808
ALL,ALL,4322613,4322613,4322613,3174809
ALL,ALL,4322613,4322613,4322613,3174810
ALL,ALL,5992595,5992595,5992595,3174812
ALL,ALL,5338740,5338740,5338740,3175705
ALL,ALL,5644000,5644000,5644000,3179122
ALL,ALL,2563700,2563700,2563700,3180282
ALL,ALL,5643999,5643999,5643999,3183444
ALL,ALL,5643999,5643999,5643999,3183468
ALL,ALL,2172197,2172197,2172197,3183958
ALL,ALL,2172197,2172197,2172197,3183966
ALL,ALL,5643999,5643999,5643999,3183969
ALL,ALL,1108306,1108306,1108306,3185141
ALL,ALL,5843565,5843565,5843565,318550
ALL,ALL,5643999,5643999,5643999,3185959
ALL,ALL,5643999,5643999,5643999,3187003
ALL,ALL,1108306,1108306,1108306,3187790
ALL,ALL,1108306,1108306,1108306,3187791
ALL,ALL,1108306,1108306,1108306,3187792
ALL,ALL,1108306,1108306,1108306,3187793
ALL,ALL,1108306,1108306,1108306,3187805
ALL,ALL,1108306,1108306,1108306,3187808
ALL,ALL,1108306,1108306,1108306,3187809
ALL,ALL,1108306,1108306,1108306,3187810
ALL,ALL,1108306,1108306,1108306,3187811
ALL,ALL,1108306,1108306,1108306,3187812
ALL,ALL,1108306,1108306,1108306,3187814
ALL,ALL,1108306,1108306,1108306,3187815
ALL,ALL,5338740,5338740,5338740,3187816
ALL,ALL,4322613,4322613,4322613,3187817
ALL,ALL,1108306,1108306,1108306,3187820
ALL,ALL,1108306,1108306,1108306,3187825
ALL,ALL,1108306,1108306,1108306,3187826
ALL,ALL,1108306,1108306,1108306,3187827
ALL,ALL,1108306,1108306,1108306,3187828
ALL,ALL,1108302,1108302,1108302,3187861
ALL,ALL,1108306,1108306,1108306,3189609
ALL,ALL,4548286,4548286,4548286,3190387
ALL,ALL,5338740,5338740,5338740,3190460
ALL,ALL,5338740,5338740,5338740,3190461
ALL,ALL,5643999,5643999,5643999,3190462
ALL,ALL,5643999,5643999,5643999,3191494
ALL,ALL,5641467,5641467,5641467,3191745
ALL,ALL,5643999,5643999,5643999,3192600
ALL,ALL,5338740,5338740,5338740,3196858
ALL,ALL,5992577,5992577,5992577,3204504
ALL,ALL,5338740,5338740,5338740,3204562
ALL,ALL,5338740,5338740,5338740,3207357
ALL,ALL,2563700,2563700,2563700,3207444
ALL,ALL,1108302,1108302,1108302,3207446
ALL,ALL,5643999,5643999,5643999,3209278
ALL,ALL,5339179,5339179,5339179,3211053
ALL,ALL,5339178,5339178,5339178,3211323
ALL,ALL,5338740,5338740,5338740,3214781
ALL,ALL,4322613,4322613,4322613,3214787
ALL,ALL,4322613,4322613,4322613,3214792
ALL,ALL,5992586,5992586,5992586,3217701
ALL,ALL,2563700,2563700,2563700,3217910
ALL,ALL,5338740,5338740,5338740,3217921
ALL,ALL,5339184,5339184,5339184,3219771
ALL,ALL,1108306,1108306,1108306,3219856
ALL,ALL,5641461,5641461,5641461,3219936
ALL,ALL,5992586,5992586,5992586,3219941
ALL,ALL,5338740,5338740,5338740,3219943
ALL,ALL,5641465,5641465,5641465,3220754
ALL,ALL,5338740,5338740,5338740,3231826
ALL,ALL,5643999,5643999,5643999,3232327
ALL,ALL,5644000,5644000,5644000,3232340
ALL,ALL,5644000,5644000,5644000,3232342
ALL,ALL,5644000,5644000,5644000,3232343
ALL,ALL,5644000,5644000,5644000,3232348
ALL,ALL,5644000,5644000,5644000,3233405
ALL,ALL,5641461,5641461,5641461,3234650
ALL,ALL,5643999,5643999,5643999,3234651
ALL,ALL,5338740,5338740,5338740,3234696
ALL,ALL,2563700,2563700,2563700,3238668
ALL,ALL,5644000,5644000,5644000,3240663
ALL,ALL,5338740,5338740,5338740,3240667
ALL,ALL,5643999,5643999,5643999,3244124
ALL,ALL,5338740,5338740,5338740,3244252
ALL,ALL,5338740,5338740,5338740,3246573
ALL,ALL,5643999,5643999,5643999,3246576
ALL,ALL,5643999,5643999,5643999,3246577
ALL,ALL,5643999,5643999,5643999,3246578
ALL,ALL,5643999,5643999,5643999,3246580
ALL,ALL,1108306,1108306,1108306,3246804
ALL,ALL,5338740,5338740,5338740,3247347
